Sex,Age,Married,Income,HoursWk,Race,USCitizen,HealthInsurance,Language
1,46,1,344,60,white,1,1,1
0,58,1,165,36,white,1,1,1
0,67,1,0,0,white,1,1,1
0,57,1,22,40,black,1,1,1
1,42,1,120,40,other,1,1,1
0,37,0,0.8,40,other,1,0,1
0,58,1,165,50,white,1,1,1
0,81,0,0,0,white,1,1,1
1,37,1,30.5,35,other,0,1,0
0,73,0,10,40,white,1,1,1
0,63,1,200,40,white,1,1,1
1,24,0,0,0,black,1,1,1
1,45,1,45,80,white,1,1,0
1,78,1,0,0,white,1,1,1
1,55,1,35,40,white,1,1,1
0,34,0,6,25,white,1,1,0
0,65,0,5,30,white,1,1,1
0,48,0,10,40,other,1,0,1
0,35,0,70,40,white,1,1,1
1,54,1,95,40,white,1,1,1
0,35,0,40,40,white,1,1,1
1,61,1,110,45,black,1,1,0
0,43,0,35,47,white,1,1,1
0,67,0,7.2,40,white,1,1,1
1,17,0,0,0,white,1,1,1
0,62,1,89,40,white,1,1,1
1,49,0,0.53,7,white,1,1,0
1,68,0,0,0,white,1,1,1
0,56,1,85,40,other,1,1,1
1,53,1,32.5,48,other,0,1,0
0,38,1,62,40,white,1,1,1
0,46,1,80,50,white,1,1,1
0,52,0,69,40,white,1,1,0
0,47,0,0,0,white,1,0,1
1,42,1,40,40,white,1,1,1
1,32,1,125,40,white,1,1,0
0,53,1,0,0,white,1,1,1
0,73,0,0,0,white,1,1,0
1,40,1,0,0,asian,1,1,0
1,70,0,0,0,other,1,1,0
0,26,0,37.5,50,white,1,1,1
1,57,1,0,0,white,1,1,1
0,29,1,20,40,black,0,1,0
1,23,0,1.2,30,white,1,0,1
0,30,1,55,40,black,1,1,1
1,60,0,0,0,white,1,1,1
0,67,1,0,45,white,1,1,1
0,74,0,0,0,white,1,1,1
0,18,1,0,0,black,1,1,1
0,49,1,15,30,asian,0,1,0
1,31,1,68,40,white,1,1,1
0,26,0,25,40,white,1,1,1
0,34,1,70,48,white,1,1,1
0,33,0,55,45,white,1,1,1
1,63,0,43,60,white,1,1,1
1,51,1,210,45,asian,1,1,1
0,84,0,0,0,white,1,1,1
0,41,0,3,40,white,1,1,1
0,84,1,0,0,white,1,1,1
0,61,0,0,0,white,1,1,1
0,37,0,0,0,white,1,1,1
0,22,0,12,24,white,1,1,1
1,38,1,0,50,white,1,1,1
0,46,0,26.9,40,black,1,1,1
0,78,1,0,0,white,1,1,1
1,55,1,0,0,white,1,1,1
1,20,0,3.5,25,white,1,1,0
0,73,1,0,0,white,1,1,1
1,36,0,63,40,black,1,1,1
1,62,1,36.2,40,white,1,0,0
0,17,0,0,0,other,1,1,0
0,28,0,40,40,white,0,1,0
1,33,0,92,40,white,1,1,1
0,74,1,0,0,white,1,1,0
0,51,0,32.3,40,black,0,1,1
1,42,0,21,40,white,1,0,1
0,54,0,45,40,asian,0,1,0
0,54,1,85,40,white,1,1,1
1,59,1,62,40,white,1,1,1
1,16,0,0,0,black,1,1,1
1,31,1,45,40,white,1,1,1
1,20,0,25,50,white,1,1,1
1,36,1,90,30,white,1,1,1
1,58,1,0,0,white,1,1,1
0,42,1,46,40,white,1,1,1
0,38,1,6,12,white,1,1,1
1,28,0,0,30,asian,0,0,0
1,48,0,36,37,white,1,1,1
0,93,0,0,0,white,1,1,1
0,50,1,48,40,white,1,1,1
0,65,0,10.1,20,white,1,1,1
1,29,0,0.68,48,other,1,0,0
0,58,0,100,40,white,1,1,1
1,74,1,0,0,white,1,1,1
1,62,1,32,30,white,1,1,1
0,46,0,26,37,black,1,1,1
1,28,0,0,0,white,1,1,0
0,77,1,0,0,white,1,1,1
0,17,0,1,9,asian,1,1,0
0,71,1,0,0,white,1,1,0
1,42,0,35,40,white,1,1,1
0,61,1,0,30,white,1,1,1
0,22,0,0,0,white,1,1,1
1,56,1,0,20,white,1,1,1
0,37,0,18,35,white,1,1,1
0,71,0,0,0,other,1,0,0
0,39,1,1.5,3,white,1,1,1
1,22,0,0,0,white,1,0,1
1,28,0,100,55,white,1,1,1
1,43,1,27.5,65,white,1,1,1
0,69,0,60,40,white,1,1,1
0,53,1,30,40,white,1,1,1
1,49,1,21,45,white,0,1,0
0,57,1,51,30,white,1,1,0
0,43,1,0,0,black,0,0,0
1,59,0,6,25,black,1,1,1
1,49,0,0,30,white,1,0,1
0,64,0,0,0,white,1,1,1
0,44,1,26,40,white,1,1,1
0,39,0,0,0,other,1,0,0
0,63,1,0,0,white,1,1,1
0,63,1,0,0,white,1,1,1
1,17,0,2.5,22,white,1,1,1
1,19,0,5,15,asian,0,0,0
0,67,0,0,35,white,1,1,1
1,25,0,43,45,white,1,1,1
1,53,1,40,40,asian,1,1,1
1,30,1,14,40,black,1,0,1
1,37,1,113,47,other,1,1,1
0,21,0,5.4,16,white,1,1,0
0,39,0,16,50,white,1,1,1
0,45,1,14,40,other,0,0,0
1,78,1,0,0,white,1,1,0
0,45,1,120,40,asian,1,1,0
0,67,1,0,0,asian,1,1,0
0,26,0,32,40,white,1,1,1
1,19,0,0,0,white,1,1,1
0,43,0,30,88,white,1,1,1
0,30,0,5,37,other,1,0,0
0,68,1,0,0,white,1,1,1
1,42,0,0,0,other,0,1,0
0,88,0,0,0,white,1,1,1
0,28,0,70,50,white,1,1,1
0,30,1,0,0,white,1,1,1
0,70,0,0,0,white,1,1,1
1,22,0,30,40,white,1,1,1
0,38,0,94,60,other,1,1,1
1,70,0,0,0,white,1,1,1
0,60,1,35,40,white,1,1,1
1,49,0,0,40,white,1,1,1
1,47,1,46,50,white,1,1,0
0,53,1,0,0,white,1,1,1
0,40,1,0,0,white,0,1,0
1,44,1,82,48,white,1,1,1
0,47,0,0,0,white,1,0,1
1,63,0,0,0,white,1,1,1
0,57,1,41,40,white,1,1,1
1,37,1,40,45,white,1,1,1
0,19,0,34.3,40,white,1,1,1
0,39,1,24,55,white,1,1,1
0,49,0,20,30,white,1,1,1
0,75,1,0,0,white,1,1,1
0,42,0,120,48,asian,1,1,0
0,34,0,5,20,white,0,0,0
0,28,0,36,45,white,1,1,1
0,69,0,0,0,white,1,1,1
0,42,0,0,0,black,1,1,1
0,39,1,4.3,20,other,1,1,1
1,40,1,100,30,white,1,1,1
0,59,1,0,0,white,0,0,0
0,19,0,20,32,white,1,0,1
0,34,1,8,16,white,1,0,1
0,94,0,0,0,white,1,1,0
0,28,0,28,45,white,1,1,0
1,70,1,0,0,white,1,1,1
1,66,1,48,45,white,1,1,1
1,49,1,65,40,asian,1,1,1
1,52,0,0,0,other,1,1,0
0,58,0,31,36,other,1,1,1
1,74,1,34.4,20,white,1,1,0
1,65,1,18,20,white,1,1,1
1,63,0,26,48,other,0,1,0
1,16,0,0,0,white,1,0,0
1,52,1,225,55,white,1,1,1
1,27,0,18.7,40,other,1,1,0
1,41,1,39.5,40,white,1,1,1
0,86,0,0,0,white,1,1,0
1,79,0,0,0,other,1,1,1
0,23,1,0,0,white,1,1,1
0,49,1,2.8,3,white,1,1,0
0,33,1,45,40,other,0,1,0
0,27,0,62,36,white,1,1,1
0,32,0,44,40,white,1,1,1
0,70,1,0,0,white,1,1,1
1,44,1,109,45,white,1,1,1
1,43,1,38,40,other,1,1,0
1,60,1,89,40,white,1,1,1
0,69,0,0,0,white,1,1,1
0,50,1,0,0,white,1,0,1
0,74,1,0,0,asian,1,1,0
0,44,1,22.3,20,white,1,1,1
1,81,0,0,0,white,1,1,1
0,41,0,25,40,black,1,1,1
1,50,1,125,45,white,1,1,1
1,19,0,0.2,9,asian,1,1,0
1,46,1,95,55,white,1,1,1
1,57,1,0,0,other,1,0,0
1,66,0,0,0,white,1,1,1
0,24,1,0,0,white,1,1,1
0,88,1,0,0,white,1,1,1
0,89,1,0,0,white,1,1,1
0,34,1,70,40,asian,1,1,1
0,66,0,0,0,white,1,1,1
1,29,0,92,55,white,1,1,1
1,67,0,0,0,black,1,1,1
0,62,1,15,37,white,1,0,1
1,64,0,0,0,white,1,1,1
0,48,0,3.5,40,white,1,1,1
0,33,0,8,20,black,1,1,1
0,54,1,42,55,white,1,1,1
0,61,0,0,0,asian,1,0,1
1,52,0,0,0,white,1,0,0
1,59,1,0,0,white,1,1,1
1,72,1,0,0,white,1,1,1
1,59,1,0,0,other,1,1,0
1,51,1,38,22,white,1,1,1
0,18,0,1.2,12,white,1,1,1
0,69,0,0,0,black,1,1,1
1,49,1,48,45,white,1,1,1
1,35,1,15,40,black,1,1,1
0,79,1,0,0,white,0,1,0
0,65,0,0,0,black,1,1,1
0,16,0,0,0,other,1,1,1
1,46,0,52,40,white,1,0,1
0,48,0,0,0,black,1,1,1
0,40,0,58,48,white,1,1,1
1,44,1,92,40,asian,1,1,0
0,45,1,3.8,38,white,1,0,1
0,65,1,0,0,white,1,1,1
1,59,0,0,0,white,1,1,1
0,63,1,0,0,white,1,1,1
0,17,0,0.1,5,other,1,1,1
0,25,0,52,60,white,1,1,0
1,32,0,0,0,white,1,1,1
1,22,0,0,0,asian,0,0,0
1,59,0,46.5,24,white,1,1,1
0,62,0,0,0,white,1,1,1
0,30,1,63,40,white,1,1,1
1,50,1,0,40,white,0,0,0
0,52,0,47,50,black,1,1,1
1,40,0,0,0,black,1,0,1
1,36,0,45,40,black,0,1,0
0,62,1,0,0,white,1,1,1
1,68,1,0,0,white,1,1,0
1,25,0,95,40,white,1,1,1
0,56,0,0,0,other,1,1,0
0,61,0,12.5,20,white,1,1,1
1,47,1,34,40,white,1,1,1
1,70,0,0,0,white,1,1,1
0,49,1,0,3,white,1,1,0
0,27,0,17.2,2,white,1,1,1
0,48,1,0,0,white,1,1,1
0,55,1,0.6,4,white,1,1,1
1,78,0,0,0,white,1,1,0
1,53,1,100,70,white,1,1,0
1,17,0,11.7,20,white,1,1,1
0,78,0,0,0,white,1,1,1
0,33,0,0,0,black,1,1,0
1,33,1,75,60,white,1,1,1
1,22,0,10,40,white,1,1,1
1,18,0,0,0,white,1,1,1
1,66,0,2.4,15,white,1,1,1
1,54,1,100,40,white,1,1,1
1,49,1,28,40,black,1,1,1
1,33,1,52,60,white,1,1,1
0,70,1,0,0,white,1,1,1
0,21,0,6.3,19,white,1,1,0
0,78,0,0,0,white,1,1,1
1,16,0,0,0,asian,1,1,0
1,78,0,0,0,white,1,1,1
1,77,1,0,0,white,1,1,1
0,85,0,0,0,white,1,1,1
1,77,1,0,0,white,1,1,1
1,24,1,20,40,white,0,0,0
1,87,1,0,0,white,1,1,1
1,34,0,0,0,black,1,0,1
0,34,1,120,30,white,1,1,1
1,29,0,5,30,white,1,1,1
1,33,0,0,0,white,1,1,1
1,20,0,20.5,60,white,1,1,1
0,57,0,0,0,asian,1,1,0
1,35,0,60,40,white,1,1,1
0,68,0,0,0,white,1,1,1
1,62,1,79,40,white,1,1,1
0,20,0,0.59,10,black,1,1,1
0,24,0,36,40,other,1,1,0
0,21,0,11,15,white,1,1,1
0,30,1,0,0,white,1,1,1
0,34,0,7.2,40,white,1,1,1
1,54,1,118,43,white,1,1,1
0,66,1,6,12,white,1,1,1
1,33,1,121,45,white,1,1,1
0,36,1,12,40,white,0,1,0
1,18,0,5.5,20,other,1,1,1
1,39,1,28,24,other,0,1,0
1,41,0,0,0,white,1,1,1
0,37,1,40,19,asian,0,1,0
0,52,1,24.7,40,white,0,1,0
0,37,0,72,45,black,1,1,1
0,43,0,23.6,40,white,1,1,0
1,34,0,50,50,white,1,1,1
0,59,1,0,0,white,1,1,1
1,34,0,60,55,white,1,1,1
1,40,1,9.1,40,white,1,1,1
0,39,1,14,40,white,0,1,0
0,62,1,0,0,asian,1,1,1
1,51,0,65,40,white,1,1,1
0,44,1,81,30,white,1,1,1
0,19,0,0,0,white,1,0,0
0,59,1,0,0,white,1,1,1
0,51,1,12,30,asian,1,1,1
1,24,0,20,20,white,1,1,1
0,31,1,0,0,white,1,1,1
1,41,1,110,50,white,1,1,1
0,28,1,33,55,white,1,1,1
0,30,0,65,50,white,1,1,1
0,68,0,0.4,40,white,1,1,1
0,93,0,0,0,white,1,1,1
0,59,1,0,0,black,1,1,1
0,27,1,37.5,40,other,1,1,1
0,48,1,0,15,white,1,1,0
0,69,1,0,0,white,1,1,1
1,65,1,68,45,white,1,1,1
0,37,1,0,0,white,1,1,1
1,50,0,34,40,black,1,1,1
1,54,0,0,84,white,1,1,1
1,74,0,0,0,black,1,1,1
1,34,1,80,45,white,1,1,1
0,39,1,11,32,white,1,1,1
1,58,1,160,45,white,1,1,1
1,35,1,107,40,asian,0,1,0
0,68,1,0,0,white,1,1,1
0,67,1,0,0,black,1,1,1
0,50,0,10,44,white,1,1,1
1,20,0,0,0,black,1,0,1
1,21,0,1.5,40,white,1,1,1
1,55,0,4.2,40,white,1,1,1
0,29,1,0,0,other,1,1,1
1,85,0,0,0,white,1,1,1
1,43,1,36.4,40,white,1,0,0
0,18,0,2.5,10,white,1,1,1
1,47,0,80,60,white,0,1,0
0,31,0,0,0,other,1,1,1
0,51,0,7.9,20,black,1,1,1
1,65,0,0,0,white,1,1,1
1,54,1,0,0,white,1,1,1
0,58,1,0,0,black,1,1,1
1,18,0,0,0,black,1,1,1
0,36,1,12,40,white,1,1,1
1,42,0,2,40,other,1,0,0
1,42,1,20,45,black,1,1,1
0,20,0,0.9,6,asian,0,1,0
1,17,0,0.85,8,white,1,1,1
0,70,1,5.4,7,white,1,1,1
1,41,0,24,40,black,1,1,1
1,43,1,38,40,other,1,1,1
0,39,0,33,40,black,1,1,1
1,54,1,41,40,white,1,1,1
0,38,0,55,40,white,1,1,1
1,17,0,10,20,white,1,1,1
0,68,0,0,0,white,1,1,1
1,61,1,35,55,white,1,1,1
0,70,1,0,0,white,1,1,1
1,74,1,14,35,other,1,1,1
1,24,0,35.4,42,white,1,0,1
1,60,0,49,50,white,1,1,1
0,68,1,0,0,white,1,1,1
1,65,0,7.7,10,white,1,1,1
0,24,0,9,40,black,1,1,1
0,26,1,40,40,white,1,1,1
0,50,1,0,32,white,1,1,1
1,68,1,23,40,white,1,1,1
1,70,1,0,0,black,1,1,0
1,20,0,10,32,black,1,0,1
0,72,0,0,50,white,1,1,1
0,51,1,0,0,white,1,1,1
1,26,0,30,45,white,1,1,1
1,67,1,0,0,white,1,1,1
0,18,0,0,0,asian,0,1,0
0,63,0,0,0,black,1,1,1
1,57,1,33,40,white,1,1,1
0,68,0,41.4,36,black,1,1,1
0,71,0,21.6,40,white,1,1,1
1,54,1,0,0,black,1,0,1
1,23,0,0,0,white,1,1,1
0,56,0,0,0,white,1,1,1
0,48,0,48,40,white,1,1,1
1,34,1,30,40,other,0,0,0
0,20,0,35,40,white,1,1,1
0,64,1,7.8,20,white,1,1,1
0,46,0,13.2,37,white,1,1,0
1,50,0,105,40,other,0,1,0
0,29,1,40,40,white,1,1,1
0,24,0,0,0,white,1,0,1
1,84,1,0,0,white,0,1,0
0,54,0,15,20,white,1,1,1
0,38,0,20,40,black,1,1,1
0,46,1,90,40,white,1,1,1
0,65,0,0,0,white,1,1,1
1,38,0,0,0,white,0,0,0
0,56,1,90,60,asian,0,1,0
0,55,0,25,65,white,1,1,1
0,58,1,14,28,white,1,1,1
1,36,0,0,10,white,1,1,1
0,56,0,37.4,60,white,1,1,1
0,54,1,13.6,20,white,1,1,0
0,17,0,5.7,17,white,1,1,1
1,28,0,0,0,white,1,0,1
1,36,0,15,30,asian,0,1,0
1,73,0,0,0,white,1,1,1
1,66,1,140,40,asian,1,1,0
1,62,1,0,0,white,1,1,1
0,23,1,17.5,40,white,1,1,1
1,42,1,47,35,asian,1,1,0
1,18,0,5,25,white,1,1,1
0,59,0,28,40,white,1,1,1
0,53,0,0,0,asian,1,1,0
1,40,1,0,0,asian,1,0,0
1,71,1,20,30,white,1,1,1
0,93,0,0,0,white,1,1,1
1,69,0,0,0,white,1,1,1
1,52,1,80,36,white,1,1,1
0,52,1,38,45,white,1,1,1
1,94,0,0,0,white,1,1,1
1,28,1,9,50,white,1,1,1
1,20,0,2.4,18,white,1,1,1
1,30,1,32.1,50,other,0,0,0
0,71,1,0,0,white,1,1,1
1,49,1,14,40,white,1,1,1
0,17,0,0,0,black,1,1,1
0,56,0,0,0,white,1,1,1
1,28,0,11,80,asian,0,1,0
1,20,0,2.5,30,white,1,1,1
1,58,1,0,0,white,1,1,1
0,59,0,4.4,15,asian,1,1,0
0,49,0,30,60,other,0,1,0
0,65,1,4,10,asian,1,1,0
0,50,1,40,45,other,1,1,0
1,26,0,45,45,white,1,1,1
1,50,1,153,45,white,1,1,1
1,33,1,24,45,white,1,1,1
0,31,0,18.8,37,white,1,1,1
0,16,0,0,0,other,1,1,0
0,20,0,3,20,other,1,1,0
1,52,1,27,40,white,1,1,1
0,58,1,0,0,white,1,0,1
0,82,0,0,0,white,1,1,1
0,48,0,34,40,white,1,1,1
1,57,1,40,40,white,1,1,1
0,71,0,0,0,white,1,1,0
1,34,1,75,40,asian,0,1,0
0,33,0,19,35,black,1,1,1
0,56,1,28,40,white,1,1,1
1,76,1,0,0,white,1,1,0
0,83,1,0,0,white,1,1,1
1,57,1,83,48,white,1,1,0
0,36,1,0,0,white,1,1,0
1,44,1,84,55,white,1,1,1
1,16,0,0.26,8,black,1,1,1
0,43,1,89,16,white,1,1,1
1,28,0,0,0,white,1,0,1
1,27,0,0,0,white,1,0,0
1,36,1,36.7,40,white,1,1,1
1,43,1,45,40,white,1,1,1
1,36,1,70,45,white,1,1,1
0,84,0,0,0,white,1,1,1
1,46,1,58,60,white,1,1,1
1,63,1,76,40,white,1,1,1
1,26,0,49.6,40,white,1,1,1
0,27,0,47.9,37,white,1,1,1
1,38,0,90,40,white,1,1,1
1,36,0,0,40,white,1,1,1
1,26,0,10,40,white,1,0,1
0,42,1,0,50,other,1,1,0
0,56,0,31.4,38,white,1,1,1
0,71,1,0,0,white,1,1,1
0,64,0,0,0,white,1,1,1
0,90,0,0,0,white,1,1,1
0,78,0,0,0,white,1,1,1
1,29,1,45,40,white,1,1,1
1,35,1,30,65,white,1,1,1
0,72,1,0,0,white,1,1,1
0,58,0,0,0,white,1,1,1
0,72,1,0,0,white,1,1,1
1,64,1,67,44,white,1,1,1
0,72,0,0,0,black,1,1,1
1,50,1,98,40,black,1,1,1
0,73,1,0,0,white,1,1,1
1,54,1,20,40,white,1,1,1
0,20,0,0,0,black,1,1,1
0,74,1,0,15,white,1,1,1
1,73,1,0,0,white,1,1,1
0,20,0,10,20,white,1,1,1
1,45,1,60,55,white,1,1,0
0,67,1,0,0,white,1,1,1
0,41,1,0,0,black,1,1,1
1,56,1,65,60,white,1,1,1
0,20,0,2,18,white,1,1,1
0,66,1,0,0,black,1,1,1
1,58,1,50,40,white,1,1,1
1,48,0,0,0,black,1,1,1
0,48,1,64,45,white,1,1,1
1,21,0,20.8,45,other,1,0,0
0,50,1,35,20,white,1,1,1
0,46,1,65,50,asian,1,1,1
0,43,0,41,40,white,1,1,1
0,36,1,5.7,12,asian,0,1,0
0,19,0,0,0,asian,0,1,0
0,63,1,23,40,white,1,1,1
0,27,1,0,0,asian,0,1,0
1,61,1,40,40,white,1,1,1
1,63,0,0,30,white,1,1,1
0,53,0,52,45,white,1,1,1
0,31,1,0,0,white,1,1,1
0,65,0,0,0,black,1,1,1
0,22,0,7,10,white,1,1,0
0,19,0,11,35,white,1,1,1
1,47,1,140,40,white,1,1,0
1,69,1,0,0,white,1,1,1
1,58,1,130,45,white,1,1,1
0,59,1,86,35,white,1,1,1
1,17,0,0,0,black,1,1,1
0,45,1,80,50,white,1,1,1
0,47,1,8,40,white,1,1,1
1,74,0,0,0,white,1,1,1
0,77,0,0,0,black,1,1,0
1,19,0,0.12,10,black,1,1,1
0,54,0,30,40,black,1,1,1
1,36,0,40,45,white,1,1,1
1,51,1,90,50,white,1,1,1
0,55,0,0,38,white,1,1,1
0,62,0,0,0,other,1,1,1
1,22,0,16.9,25,white,1,1,1
1,66,1,89,42,white,1,1,1
0,24,0,0.8,2,other,1,1,0
0,66,1,0,0,white,1,1,1
1,75,1,0,0,white,1,1,1
0,41,1,0,15,white,1,1,0
1,30,0,90,50,black,1,1,1
1,40,1,0,40,white,1,1,0
1,58,1,0,45,white,1,1,1
0,62,1,0,0,black,1,1,1
0,65,1,21.6,30,white,1,1,1
0,41,1,27,40,black,1,1,0
0,44,1,0,0,white,1,1,1
0,49,1,0,0,other,0,0,0
0,32,0,24,50,white,1,1,1
0,51,0,61,40,other,1,1,1
0,71,0,0,0,black,1,1,1
1,81,1,0,0,white,1,1,1
0,86,0,0,0,white,1,1,1
0,67,0,0,50,white,1,1,1
1,53,1,60,50,white,1,1,1
0,34,0,0,0,white,1,0,1
0,27,1,4,40,other,0,1,0
0,30,1,8,40,white,1,1,0
0,44,1,0,0,asian,0,1,0
0,78,0,0,0,white,1,1,1
1,75,1,0,50,white,1,1,1
0,16,0,0,0,white,1,1,1
0,39,0,8.8,20,white,1,1,1
1,62,1,166,45,white,1,1,1
0,18,0,8.6,45,other,1,0,1
1,31,1,34,50,white,1,1,1
1,29,1,35,40,white,1,0,1
0,19,0,6,13,white,0,1,0
1,65,1,15,20,white,1,1,1
0,60,1,0,0,white,1,1,0
0,68,1,0,0,white,1,1,1
1,37,1,36,38,white,1,1,1
1,37,1,150,80,asian,0,1,0
1,72,0,0,0,white,1,1,1
0,70,1,0,0,white,1,1,1
1,94,1,0,0,asian,1,1,0
0,54,1,42,40,white,1,1,1
1,31,0,0,0,black,1,1,1
1,18,0,2.8,60,white,1,1,0
1,30,1,62,40,white,1,1,0
1,31,1,32,40,white,1,1,1
1,19,0,8,20,white,1,0,1
0,21,0,2.2,40,white,0,1,0
1,54,0,25,40,asian,1,1,0
0,42,1,27,40,white,1,1,1
0,78,0,4.5,8,white,1,1,1
1,59,1,56,45,white,1,1,1
0,68,0,0,0,white,1,1,1
1,57,1,55,40,asian,1,1,0
0,33,1,0,0,white,0,0,1
0,82,0,0,0,white,1,1,1
1,64,0,0,0,black,1,1,1
1,16,0,1.2,40,white,1,1,1
1,66,1,31,40,white,1,1,0
1,31,1,25,40,white,1,0,1
0,45,0,39,40,white,1,1,1
1,41,1,20,50,other,0,0,0
1,59,1,0,60,white,1,1,1
0,45,1,150,45,white,1,1,1
0,65,1,10,20,white,1,1,0
1,21,0,4,40,white,1,1,1
0,60,0,0,0,white,1,1,1
0,26,0,8,8,white,1,1,1
0,45,1,90,40,white,1,1,1
1,65,0,0,0,white,1,1,1
0,18,0,0.5,6,asian,1,1,0
0,61,1,0,0,asian,1,1,0
1,69,1,0,50,white,1,1,1
0,76,1,0,0,white,1,1,1
0,27,0,30,40,white,1,1,0
1,57,1,15,20,white,1,1,1
1,53,0,0,0,white,1,1,1
1,19,0,0,20,white,1,1,1
0,72,1,0,0,white,1,1,1
0,50,1,60,40,white,1,1,1
1,40,1,125,40,asian,1,1,0
1,77,1,0,0,white,1,1,1
1,86,0,0,0,white,1,1,1
1,70,1,0,0,white,1,1,0
0,49,1,160,40,asian,1,1,1
1,61,1,0,0,white,1,1,1
0,73,0,0,0,white,0,1,0
1,22,0,2,32,black,1,1,1
0,40,1,52,40,white,1,1,1
1,52,0,42,48,white,1,1,1
0,36,0,5,9,white,1,1,1
0,85,0,0,0,white,1,1,1
1,31,0,5,30,white,1,1,1
1,43,1,245,40,white,1,1,1
0,70,1,0,0,white,1,1,1
1,55,1,35,65,white,1,1,1
0,51,1,0.27,8,white,1,1,1
0,44,1,70,60,white,1,1,1
0,59,1,20,20,white,1,1,1
0,47,0,35,40,white,1,1,1
1,48,0,70,45,white,1,1,1
1,21,0,23.1,40,white,1,1,1
0,69,0,0,0,white,1,1,1
0,52,1,35,50,black,1,1,1
1,59,1,14.1,40,white,1,1,1
0,52,0,16.5,20,white,1,1,1
0,21,0,0,0,other,1,1,1
0,81,0,0,0,white,1,1,1
0,30,1,26.2,40,white,1,1,1
0,39,1,25,40,other,1,1,0
1,69,1,0,0,white,1,1,1
1,56,1,0,20,white,1,1,1
0,44,1,54,50,other,1,1,0
0,64,0,18,40,black,0,1,1
0,34,1,0,0,white,1,1,0
1,56,1,15,24,white,1,1,1
1,49,1,20,40,asian,1,1,0
0,65,0,0,0,white,1,1,1
1,36,1,20,40,white,1,0,1
0,36,1,32,40,white,1,1,1
1,69,0,0,0,white,1,1,1
0,19,0,5,40,white,1,1,0
1,52,0,23.4,40,white,1,0,1
1,39,1,27,40,white,0,1,0
0,17,0,0,0,white,1,1,1
1,20,0,7,30,white,1,1,1
0,37,0,70,36,white,1,1,1
1,47,1,81,40,white,1,1,1
0,19,0,10,20,other,1,0,1
0,55,0,175,40,white,1,0,1
1,42,1,60,45,white,1,1,1
0,35,1,502,40,white,1,1,1
1,54,0,20,40,white,1,1,1
1,27,1,45,40,white,1,1,0
1,64,1,50,60,white,1,1,1
0,83,1,0,0,white,1,1,1
1,40,0,60,50,white,1,1,1
0,24,1,0,0,white,1,1,1
1,67,1,0,0,white,1,1,1
1,49,1,33,40,white,1,1,1
0,79,1,0,0,white,1,1,1
0,67,1,0,0,white,0,1,1
1,36,1,0,40,other,1,1,0
1,16,0,0,0,other,1,1,1
0,17,0,0.23,10,white,1,1,1
0,35,1,8,35,white,0,0,0
1,66,0,1.9,38,white,1,1,1
1,33,1,35,48,white,1,1,1
0,54,1,14,40,other,0,0,0
1,60,1,0,40,other,1,1,0
0,17,0,2,15,white,1,1,1
1,70,1,0,0,white,1,1,1
0,44,1,47,40,white,1,1,1
1,55,0,0,0,white,1,0,1
1,69,1,34.4,40,white,1,1,1
0,51,1,0,0,white,1,1,1
1,60,1,52,70,white,1,1,1
0,21,0,3,10,white,1,1,1
0,28,1,40,52,white,1,1,1
1,65,0,0,0,white,1,1,1
0,94,0,0,0,white,1,1,1
0,46,0,8,35,white,1,1,1
1,19,0,0,0,white,1,0,1
0,68,0,0,0,white,1,1,1
0,48,0,35,40,black,1,1,1
1,67,1,0,0,other,1,1,1
1,68,1,0,0,white,1,1,1
0,75,0,0,0,white,1,1,1
0,85,0,0,0,other,1,1,0
1,51,0,60,40,white,1,1,1
1,51,0,85,40,white,1,1,1
0,65,1,0,0,white,1,1,1
0,52,1,38,40,white,1,1,1
0,24,0,9,25,white,1,1,1
0,22,0,0,0,white,1,1,1
1,79,1,0,28,black,1,1,1
1,72,1,0,0,white,1,1,1
1,21,0,10,48,other,1,1,0
1,37,1,75,40,white,1,1,1
0,24,0,43,40,other,1,1,1
1,44,1,150,60,white,1,1,1
1,42,1,250,55,white,1,1,1
0,24,1,0,0,white,1,1,1
0,61,0,0,0,white,1,1,1
0,26,1,16.9,20,white,1,1,1
1,43,1,346,40,other,1,1,1
1,47,1,0,0,white,1,1,1
1,59,1,0,0,white,1,1,1
1,64,0,0,0,white,1,1,1
1,49,1,130,45,white,1,1,1
1,44,1,9,23,other,1,1,0
0,47,1,40,40,white,1,1,1
1,53,1,110,75,white,1,1,1
0,65,1,30,14,white,1,1,1
1,68,1,0,0,black,1,1,1
0,26,0,22,37,white,1,1,1
0,27,0,27.5,50,white,0,0,0
1,63,1,1.7,18,white,1,1,1
0,18,0,0,0,black,1,1,1
0,70,1,0,0,white,1,1,1
1,52,1,0,0,white,1,0,1
0,38,1,0,0,asian,0,1,0
1,78,0,0,0,white,1,1,1
0,36,1,44,50,white,1,1,1
1,28,1,10,20,white,1,1,1
1,23,0,5,12,other,1,1,0
1,53,0,0,40,white,1,1,1
1,69,1,0,0,white,1,1,1
0,58,1,30,40,other,0,1,0
1,25,0,24,40,white,1,1,1
1,64,0,0.69,2,black,1,1,1
1,16,0,0,0,black,1,1,1
0,31,1,65,40,asian,0,1,0
0,78,1,0,0,white,1,1,1
1,60,1,25,40,other,1,1,0
1,37,1,52,40,black,1,1,1
0,19,0,2.5,25,asian,1,1,1
0,19,0,10,20,white,1,1,1
